Account/Practice,Category,Tier,Assigned PL,Hub Territory,City,State,Zip,2026 Visit-Days,2026 People Touches,Last Visit,Days Since Last,Frequency Status
Alliance - Shelby Township,Primary Care,T3,Coty,Other/Metro,Shelby Township,Michigan,48317,5,45,2026-07-07,9,Unknown
Associated Physicians Group,Primary Care,T3,Coty,Southfield,Berkley,Michigan,48072,5,20,2026-06-17,29,Unknown
Barry S Meyer DO PC,Primary Care,T3,Coty,Sterling Heights,Warren,MI,48091,5,5,2026-06-01,45,Unknown
Beaumont Associated Family Care - Warren,Primary Care,T3,Coty,Sterling Heights,Warren,Michigan,480936772,5,24,2026-07-09,7,Up to date
Changee Kim MD,Primary Care,T3,Coty,Troy,Troy,Michigan,48083,5,5,2026-07-13,3,Unknown
Corewell Health Medical Group East,Primary Care,T3,Coty,Other/Metro,Roseville,MI,48066,5,40,2026-06-25,21,Past due
Faith Internal Medicine & Urgent Care,Primary Care,T3,Coty,Livonia,Livonia,Michigan,48154,5,10,2026-06-19,27,Unknown
Frederick Karoub MD PC,Primary Care,T3,Coty,Southfield,Royal Oak,Michigan,48073,5,10,2026-06-17,29,Unknown
"John Joseph MD,",Primary Care,T3,Coty,Troy,Troy,Michigan,48083,5,5,2026-06-29,17,Unknown
Lakeside Internal Medicine,Primary Care,T3,Coty,Other/Metro,St Clair Shores,Michigan,48081,5,38,2026-07-09,7,Unknown
Maan Askar MD - 13 Mile,Primary Care,T3,Coty,Sterling Heights,Warren,Michigan,48088,5,5,2026-07-09,7,Unknown
Maan Askar MD - Hoover (Thursdays),Primary Care,T3,Coty,Sterling Heights,Warren,Michigan,48089,5,0,2026-07-09,7,Unknown
Mi Family Medicine & Urgent Care,Urgent Care,T3,Coty,Other/Metro,Madison Heights,Michigan,48071,5,5,2026-06-24,22,Unknown
Office of Josephine A. Iskander MD,Primary Care,T3,Coty,Sterling Heights,Sterling Heights,Michigan,48314,5,5,2026-07-13,3,Unknown
"Office of Sasenarine Persaud, MD",Primary Care,T3,Coty,Other/Metro,Clawson,Michigan,48017,5,5,2026-06-10,36,Unknown
Patel Rameshbhai MD,Primary Care,T3,Coty,Sterling Heights,Sterling Heights,Michigan,48314,5,0,2026-07-13,3,Unknown
Rochester Internists,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,5,25,2026-07-15,1,Unknown
Roger D Ajluni MD PC,Primary Care,T3,Coty,Livonia,Livonia,MI,48152,5,5,2026-06-19,27,Unknown
Rosemary Aquiler-Angeles MD,Primary Care,T3,Coty,Livonia,Livonia,Michigan,48152,5,9,2026-06-19,27,Unknown
Salta Direct Primary Care - Troy,Primary Care,T3,Coty,Troy,Troy,Michigan,48084,5,5,2026-07-01,15,Unknown
Schoenherr Family Practice,Primary Care,T3,Coty,Other/Metro,Shelby Township,Michigan,48315,5,35,2026-07-07,9,Unknown
Shelbydale Medical Clinic PC,Primary Care,T3,Coty,Other/Metro,Shelby Township,MI,48317,5,5,2026-07-07,9,Unknown
Stamatin Internal Medicine,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,5,5,2026-07-15,1,Unknown
Stoney Creek Physicians,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,5,5,2026-07-06,10,Unknown
Urgent Care Family,Urgent Care,T3,Coty,Sterling Heights,Sterling Heights,Michigan,48310,5,10,2026-06-25,21,Unknown
Advanced Primary Care,Primary Care,T3,Sean,Troy,Troy,Michigan,48085,5,10,2026-06-05,41,Unknown
County Creek Family Physicians,Primary Care,T3,Sean,Troy,Rochester,Michigan,48306,5,9,2026-06-09,37,Unknown
Emcura Immediate Care - Royal Oak,Urgent Care,T3,Sean,Southfield,Royal Oak,Michigan,48067,5,2,2026-06-24,22,Unknown
Henry Ford Health Primary Care-Dequindre Road,Primary Care,T3,Sean,Troy,TROY,Michigan,48085,5,15,2026-05-05,72,Unknown
Macomb Internal Medicine,Primary Care,T3,Sean,Sterling Heights,Clinton Township,MI,48038,5,46,2026-07-10,6,Up to date
North Oakland Internists,Primary Care,T3,Sean,Troy,Auburn Hills,Michigan,48326,5,20,2026-06-02,44,Unknown
"Office of Curtis Hunt MD,",Primary Care,T3,Sean,Troy,Troy,MI,48085,5,5,2026-06-05,41,Unknown
Corewell Health Urgent Care - Warren West,Urgent Care,T3,Kristen,Sterling Heights,Warren,Michigan,48092,4,8,2026-06-15,31,Unknown
Corewell Urgent Care - Warren,Urgent Care,T3,Kristen,Sterling Heights,Warren,Michigan,48092,4,4,2026-07-15,1,Unknown
Cornerstone St. Clair Internists,Primary Care,T3,Kristen,Other/Metro,Shelby Township,Michigan,48315,4,12,2026-06-22,24,Unknown
Delta Urgent Care,Urgent Care,T3,Kristen,Sterling Heights,Warren,Michigan,48092,4,4,2026-06-15,31,Unknown
Dynamic Healthcare,Primary Care,T3,Kristen,Sterling Heights,Sterling Heights,Michigan,48312,4,6,2026-06-22,24,Unknown
FAITH PRIMARY CARE,Primary Care,T3,Kristen,Livonia,WESTLAND,Michigan,48186,4,12,2026-07-06,10,Unknown
Gammons Medical - Royal Oak,Primary Care,T3,Kristen,Southfield,Royal Oak,Michigan,48067,4,24,2026-05-21,56,Unknown
Henry Ford Main Internal Medicine - Grosse Pointe,Primary Care,T3,Kristen,Other/Metro,Grosse Pointe,Michigan,48236,4,59,2026-07-07,9,Unknown
Huron Family Practice Center,Primary Care,T3,Kristen,Port Huron,Port Huron,Michigan,48060,4,16,2026-06-25,21,Unknown
Imad George MD P.C. MHP,Primary Care,T3,Kristen,Livonia,Livonia,Michigan,48150,4,4,2026-06-29,17,Unknown
Internal Medicine & Primary Care Specialists- 1010,Primary Care,T3,Kristen,Other/Metro,West Bloomfield,MI,48323,4,27,2026-05-07,70,Unknown
Medical Clinic of Northville,Primary Care,T3,Kristen,Other/Metro,Northville,Michigan,48167,4,16,2026-06-04,42,Unknown
Swetech Medical Center,Primary Care,T3,Kristen,Sterling Heights,Clinton Township,Michigan,48038,4,30,2026-06-15,31,Unknown
"TWIN LAKES MEDICAL ASSOCIATES, PC",Primary Care,T3,Kristen,Troy,BLOOMFIELD,Michigan,MI 48302,4,4,2026-05-06,71,Unknown
Village Medical Wayne,Primary Care,T3,Kristen,Livonia,Westland,Michigan,48185,4,25,2026-07-06,10,Unknown
"*NOVAMEDICA, PLLC",Primary Care,T3,Jasmine,Livonia,LIVONIA,MI,48152,4,12,2026-06-12,34,Unknown
"ALI M NASSER, MD, PC",Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,4,12,2026-07-14,2,Unknown
AMC Primary Care,Primary Care,T3,Jasmine,Other/Metro,Wyandotte,Michigan,48192,4,8,2026-06-08,38,Unknown
BEAUMONT CHERRY HILL INTERNAL MEDICAL ASSOCIATES CANTON,Primary Care,T3,Jasmine,Other/Metro,CANTON,MI,48187,4,13,2026-06-05,41,Unknown
BEAUMONT HEALTH INTERNAL MEDICINE WYANDOTTE,Primary Care,T3,Jasmine,Other/Metro,Wyandotte,Michigan,48192,4,36,2026-06-08,38,Unknown
BEAUMONT MIDWEST INTERNAL MEDICINE ASSOCIATES LIVONIA,Primary Care,T3,Jasmine,Livonia,LIVONIA,MI,48152,4,16,2026-06-12,34,Past due
BEAUMONT URGENT CARE BY WELLSTREET,Urgent Care,T3,Jasmine,Other/Metro,Wayne,Michigan,48184,4,8,2026-07-13,3,Unknown
BN Nandish MD,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,4,2026-07-09,7,Unknown
Canton Family Medicine,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,7,2026-07-02,14,Unknown
CANTON VA CLINIC,Primary Care,T3,Jasmine,Other/Metro,CANTON,MI,48187,4,4,2026-07-06,10,Unknown
CENTER FOR INTERNAL MEDICINE CONTINUITY CLINIC,Primary Care,T3,Jasmine,Livonia,LIVONIA,MI,48152,4,8,2026-06-12,34,Unknown
CNS Healthcare - Eastpointe(delete),Primary Care,T3,Jasmine,Other/Metro,EASTPOINTE,Michigan,48021,4,0,2026-03-19,119,Unknown
Comprehensive Healthcare Associates and Prevention Medicine,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,32,2026-07-09,7,Unknown
COMPREHENSIVE INTEGRATIVE HEALTH CARE,Primary Care,T3,Jasmine,Livonia,NOVI,MI,48377,4,12,2026-06-12,34,Unknown
COREWELL HEALTH  INTERNAL MEDICINE DEARBORN,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,4,36,2026-07-14,2,Unknown
CoreWell Health Family Medicine,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,12,2026-07-02,14,Unknown
Corewell Health Wayne Hospital Internal Medicine - Canton,Primary Care,T3,Jasmine,Other/Metro,CANTON,MI,48187,4,12,2026-07-02,14,Unknown
"Corwell health internal medicine, Dearborn",Primary Care,T3,Jasmine,Livonia,Dearborn,MI,481263698,4,8,2026-07-14,2,Unknown
Dearborn Health Clinic,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,4,8,2026-07-14,2,Unknown
Doctors Urgent Care - Southfield,Urgent Care,T3,Jasmine,Southfield,Southfield,Michigan,48076,4,7,2026-06-30,16,Unknown
DOWN RIVER MEDICAL GROUP,Primary Care,T3,Jasmine,Other/Metro,Wyandotte,Michigan,48192,4,31,2026-06-08,38,Unknown
EASTBORN MEDICAL GROUP,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,4,4,2026-07-14,2,Unknown
Eastpointe Family Physicians,Primary Care,T3,Jasmine,Other/Metro,Eastpointe,MI,48021,4,12,2026-05-12,65,Unknown
Elite Prime Care,Primary Care,T3,Jasmine,Other/Metro,CANTON,MI,48187,4,12,2026-07-02,14,Unknown
Evolve Medical - Dearborn,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48120,4,4,2026-06-17,29,Up to date
Family Care Physicians PC,Primary Care,T3,Jasmine,Livonia,Novi,MI,48375,4,20,2026-06-23,23,Unknown
Fox Michael DO,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48150,4,12,2026-06-19,27,Unknown
Freedom Medical Clinic (Trinity),Primary Care,T3,Jasmine,Livonia,Livonia,MI,48152,4,30,2026-06-24,22,Unknown
Henry Ford employer solutions,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48152,4,4,2026-06-19,27,Unknown
Henry Ford urgent care Livonia,Urgent Care,T3,Jasmine,Livonia,Livonia,Michigan,48150,4,8,2026-06-09,37,Unknown
IEP Urgent Care- Novi,Urgent Care,T3,Jasmine,Livonia,Novi,Michigan,48374,4,12,2026-06-24,22,Unknown
IHA Family Medicine,Primary Care,T3,Jasmine,Other/Metro,Ypsilanti,Michigan,48197,4,34,2026-07-13,3,Unknown
IHA Plymouth Primary Care,Primary Care,T3,Jasmine,Other/Metro,PLYMOUTH,Michigan,48170,4,44,2026-07-13,3,Unknown
Integrative Medicine & Hijama Clinic,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,4,2026-07-06,10,Unknown
Intensive Pulmonary & Internal Medicine,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,8,2026-07-09,7,Unknown
Joshua S Faley,Primary Care,T3,Jasmine,Livonia,Livonia,MI,48154-5085,4,3,2026-07-09,7,Unknown
Karma Internists,Primary Care,T3,Jasmine,Livonia,NOVI,Michigan,48374,4,4,2026-06-04,42,Unknown
Lakes Urgent Care - Livonia,Urgent Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,8,2026-06-09,37,Unknown
"Lawrence Lipnik MD,",Primary Care,T3,Jasmine,Livonia,Livonia,MI,48150,4,8,2026-06-09,37,Unknown
MDWell,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,8,2026-06-11,35,Unknown
Medical Associates PC,Primary Care,T3,Jasmine,Other/Metro,Ypsilanti,Michigan,48198,4,12,2026-06-29,17,Unknown
Medical Center Urgent Care,Urgent Care,T3,Jasmine,Livonia,Livonia,Michigan,48152,4,4,2026-06-12,34,Unknown
MI Express Care,Urgent Care,T3,Jasmine,Other/Metro,CANTON,MI,48188,4,16,2026-06-17,29,Unknown
Michigan Primary Care - Eastpointe,Primary Care,T3,Jasmine,Other/Metro,Eastpointe,MI,48021,4,21,2026-05-12,65,Unknown
NPAC,Primary Care,T3,Jasmine,Livonia,LIVONIA,MI,48150,4,0,2026-06-09,37,Unknown
Office of Jeff The DO,Primary Care,T3,Jasmine,Other/Metro,Plymouth,Michigan,48170,4,4,2026-07-13,3,Up to date
Office of Robert Brateman,Primary Care,T3,Jasmine,Livonia,Novi,Michigan,48375,4,8,2026-06-23,23,Unknown
Partners in Internal Medicine,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,32,2026-07-02,14,Unknown
"PONDURI, KAVITHA, MEDICAL GROUP",Primary Care,T3,Jasmine,Other/Metro,Wayne,Michigan,48184,4,8,2026-07-13,3,Unknown
"Providence Internal Medicine, Diabetes/Endocrinology",Primary Care,T3,Jasmine,Livonia,NOVI,Michigan,48374,4,4,2026-07-10,6,Unknown
Sarju Shah Family Medicine and Geriatrics,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,4,2026-07-02,14,Unknown
"SEEMAB GUL KHAN, MD, PC",Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48150,4,4,2026-06-26,20,Unknown
"Sussan J Salas, MD, FAANS",Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,4,2026-07-09,7,Unknown
Taylor walk-in clinic,Urgent Care,T3,Jasmine,Other/Metro,Taylor,Michigan,48180,4,8,2026-06-29,17,Unknown
Trinity Health - Emergency Medicine,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,4,2026-06-12,34,Unknown
Trinity Health IHA Academic Internal Medicine,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48152,4,15,2026-06-19,27,Unknown
"Trinity Health IHA Medical Group, Hospital Medicine",Primary Care,T3,Jasmine,Livonia,LIVONIA,Michigan,48154,4,4,2026-06-12,34,Up to date
"Trinity Health IHA Medical Group, Primary Care - Ann Arbor",Primary Care,T3,Jasmine,Other/Metro,Ypsilanti,Michigan,48197,4,56,2026-06-30,16,Unknown
"Trinity Health IHA Medical Group, Primary Care - Southeast Livonia",Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48150,4,28,2026-06-26,20,Unknown
Trinity Health Urgent Care - West Arbor suite 230,Urgent Care,T3,Jasmine,Other/Metro,Ann Arbor,Michigan,48103,4,78,2026-07-06,10,Unknown
TRINITY HEALTH URGENT CARE- Livonia,Urgent Care,T3,Jasmine,Livonia,Livonia,Michigan,48150,4,73,2026-06-09,37,Unknown
Trinity IHA Primary Care - West Arbor,Primary Care,T3,Jasmine,Other/Metro,Ann Arbor,Michigan,48103,4,76,2026-07-06,10,Unknown
UNIVERSITY OF MICHIGAN LIVONIA HEALTH CENTER,Primary Care,T3,Jasmine,Livonia,LIVONIA,MI,48152,4,73,2026-07-08,8,Unknown
UofM Canton Health Center General Medicine,Primary Care,T3,Jasmine,Other/Metro,Canton,Michigan,48187,4,44,2026-06-11,35,Unknown
VillageMD Eastern Michigan,Primary Care,T3,Jasmine,Livonia,Novi,Michigan,48377,4,8,2026-07-15,1,Unknown
Western Wayne Physicians - Livonia,Primary Care,T3,Jasmine,Livonia,Livonia,Michigan,48154,4,16,2026-07-09,7,Unknown
Berkley Medical Center,Urgent Care,T3,Coty,Southfield,Berkley,MI,48072,4,4,2026-06-17,29,Unknown
Berkley Primary Care,Primary Care,T3,Coty,Other/Metro,Huntington Woods,MI,48070,4,8,2026-06-17,29,Unknown
Brighton Internal Medicine,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,4,16,2026-07-16,0,Unknown
Byron Medical Group,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,4,12,2026-07-16,0,Unknown
Corewell Health Advanced Primary Care,Primary Care,T3,Coty,Other/Metro,Southgate,Michigan,48195,4,0,2026-07-13,3,Unknown
Corewell Health Family Medicine -SAINT CLAIR SHORES,Primary Care,T3,Coty,Other/Metro,SAINT CLAIR SHORES,Michigan,,4,16,2026-06-18,28,Unknown
Cornerstone Garfield Family Practice - Ascension,Primary Care,T3,Coty,Sterling Heights,Clinton Township,Michigan,48038,4,39,2026-06-16,30,Unknown
"DIX EUREKA MEDICAL CENTER, PC",Primary Care,T3,Coty,Other/Metro,SOUTHGATE,MI,48195,4,4,2026-05-26,51,Unknown
DMC Primary and Specialty Care - Milford,Primary Care,T3,Coty,Other/Metro,Milford Charter Township,Michigan,48381,4,16,2026-07-16,0,Unknown
Downriver Internists - Wayne,Primary Care,T3,Coty,Other/Metro,Wayne,MI,48184,4,8,2026-07-14,2,Unknown
ESSENTIAL CARE FAMILY MEDICINE,Primary Care,T3,Coty,Other/Metro,SAINT CLAIR SHORES,Michigan,,4,4,2026-06-25,21,Unknown
Family Medicine & Wellness,Primary Care,T3,Coty,Troy,Troy,MI,48084,4,4,2026-06-03,43,Unknown
Get Well Urgent Care of Shelby,Urgent Care,T3,Coty,Other/Metro,Shelby Township,Michigan,48315,4,12,2026-07-07,9,Unknown
Health First Medical Center,Primary Care,T3,Coty,Other/Metro,SOUTHGATE,MI,48195,4,16,2026-05-26,51,Unknown
Henry Ford Health Medical Center (Ascension),Primary Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48080,4,36,2026-06-18,28,Unknown
Howell Family Medicine,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,4,12,2026-07-16,0,Unknown
"INTERNAL MEDICINE ASSOCIATES OF MICHIGAN, PC",Primary Care,T3,Coty,Other/Metro,SOUTHGATE,MI,48195,4,12,2026-07-06,10,Unknown
John R Medical Clinic,Primary Care,T3,Coty,Other/Metro,Madison Heights,MI,48071,4,8,2026-06-24,22,Unknown
Macomb Family Medical Center,Primary Care,T3,Coty,Sterling Heights,MACOMB,MI,48042,4,12,2026-06-30,16,Unknown
Maridel Hernadez MD,Primary Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48082,4,4,2026-06-18,28,Unknown
MDVIP - Troy,Primary Care,T3,Coty,Troy,Troy,Michigan,48083,4,7,2026-07-01,15,Unknown
Medpointe urgent care - St Clair Shores,Urgent Care,T3,Coty,Other/Metro,St. Clair Shores,Michigan,48082,4,12,2026-06-18,28,Unknown
"MEGHA MOHEY, MD, PC",Primary Care,T3,Coty,Other/Metro,SOUTHGATE,MI,48195,4,4,2026-07-06,10,Unknown
MHP Internal Medicine,Primary Care,T3,Coty,Other/Metro,Madison Heights,Michigan,48071,4,36,2026-06-01,45,Unknown
Michigan State Health,Primary Care,T3,Coty,Other/Metro,Clawson,Michigan,48017,4,0,2026-06-29,17,Unknown
Newland Medical Associates - Howell,Primary Care,T3,Coty,Other/Metro,Howell,Michigan,48843,4,8,2026-07-16,0,Unknown
Novus Primary Care,Primary Care,T3,Coty,Southfield,Berkley,Michigan,48072,4,4,2026-06-17,29,Unknown
Oakland Internal Medicine Associates - Henry Ford,Primary Care,T3,Coty,Other/Metro,Milford,MI,48381,4,12,2026-07-16,0,Unknown
Oakland Primary Care,Primary Care,T3,Coty,Sterling Heights,Warren,Michigan,48088,4,56,2026-06-18,28,Up to date
Office of George Nassif MD,Primary Care,T3,Coty,Sterling Heights,Clinton Township,MI,480385031,4,7,2026-06-18,28,Unknown
Premier Family Physicians,Primary Care,T3,Coty,Other/Metro,Saint Clair Shores,MI,48080,4,4,2026-06-18,28,Past due
Prime Internal Medicine (MDVIP),Primary Care,T3,Coty,Other/Metro,Milford Charter Township,Michigan,48381,4,4,2026-07-16,0,Unknown
Prism Medical Group - Internal Medicine,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,4,20,2026-05-18,59,Unknown
Progressive Health Care,Primary Care,T3,Coty,Southfield,Berkley,MI,48072,4,16,2026-06-17,29,Unknown
Providence Family & Athletic Medicine,Primary Care,T3,Coty,Other/Metro,Milford,Michigan,48381,4,12,2026-07-16,0,Unknown
Pulmonary & Internal Medicine Specialists,Primary Care,T3,Coty,Southfield,Southfield,Michigan,48034,4,14,2026-05-28,49,Unknown
Rochester Family Medicine Center,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,4,4,2026-07-15,1,Unknown
Rochester Hills Family Physicians (Corewell),Primary Care,T3,Coty,Troy,Rochester,Michigan,48307,4,16,2026-06-08,38,Unknown
Romeo Plank Family Practice,Primary Care,T3,Coty,Sterling Heights,Macomb,Michigan,48044,4,20,2026-07-10,6,Unknown
Shores Internal Medicine,Primary Care,T3,Coty,Other/Metro,Saint Clair Shores,MI,48080,4,4,2026-06-25,21,Unknown
Sudha Nannapaneni MD,Primary Care,T3,Coty,Other/Metro,Roseville,Michigan,48066,4,4,2026-06-25,21,Unknown
The Family Doctor,Primary Care,T3,Coty,Sterling Heights,Clinton Township,Michigan,48036,4,22,2026-07-10,6,Unknown
Urgent Care of Milford,Urgent Care,T3,Coty,Other/Metro,Milford Charter Township,Michigan,48381,4,12,2026-07-16,0,Unknown
Washington Family Medicine,Primary Care,T3,Coty,Other/Metro,Shelby Township,Michigan,48316,4,16,2026-05-07,70,Unknown
WellHealth Medical Associates - Rochester,Primary Care,T3,Coty,Troy,Rochester,Michigan,48307,4,16,2026-06-08,38,Unknown
Your Physicians,Primary Care,T3,Coty,Troy,Rochester Hills,Michigan,48307,4,12,2026-07-06,10,Unknown
1st Choice Urgent Care - Crooks Rd,Urgent Care,T3,Sean,Southfield,Royal Oak,Michigan,48073-2428,4,7,2026-06-08,38,Unknown
Associates in Family Practice,Primary Care,T3,Sean,Sterling Heights,Sterling Heights,Michigan,48314,4,55,2026-06-05,41,Unknown
Beaumont Family Medicine - Sterling Heights,Primary Care,T3,Sean,Sterling Heights,Sterling Heights,MI,483141002,4,98,2026-06-10,36,Unknown
Corewell Health Urgent Care - Troy Square Lake,Urgent Care,T3,Sean,Troy,Troy,Michigan,48085,4,0,2026-06-04,42,Unknown
Family Practice Care,Primary Care,T3,Sean,Sterling Heights,Warren,Michigan,48088,4,8,2026-05-19,58,Unknown
Henry Ford Medical Center - Warren,Primary Care,T3,Sean,Sterling Heights,Warren,MI,48093,4,28,2026-05-26,51,Unknown
Henry Ford- GoHealth Urgent Care,Urgent Care,T3,Sean,Southfield,Berkley,Michigan,48072,4,11,2026-06-08,38,Unknown
Horizon Care Medical Group - Warren,Primary Care,T3,Sean,Sterling Heights,Warren,Michigan,48089,4,4,2026-05-05,72,Unknown
Livewell Medical Clinic,Primary Care,T3,Sean,Sterling Heights,Warren,Michigan,48091,4,7,2026-07-06,10,Unknown
MI Family Practice,Primary Care,T3,Sean,Sterling Heights,Warren,MI,48093,4,8,2026-07-09,7,Unknown
MyHealth Urgent Care - Washington,Urgent Care,T3,Sean,Other/Metro,Washington,Michigan,48094,4,5,2026-05-26,51,Unknown
NAKKASH AND NAKKASH MEDICAL GROUP,Primary Care,T3,Sean,Troy,TROY,Michigan,48085,4,8,2026-06-05,41,Unknown
Pro-Health Urgent Care,Urgent Care,T3,Sean,Troy,Rochester Hills,Michigan,48307,4,10,2026-05-22,55,Unknown
Rochester Community Primary Care - Ascension,Primary Care,T3,Sean,Troy,Rochester Hills,Michigan,48307,4,15,2026-03-17,121,Unknown
Rochester Urgent Care,Urgent Care,T3,Sean,Troy,Rochester Hills,Michigan,48309,4,5,2026-06-09,37,Unknown
Ryan Medical Associates,Primary Care,T3,Sean,Sterling Heights,Warren,MI,48091,4,16,2026-04-20,87,Unknown
Schoenherr Internal Medicine,Primary Care,T3,Sean,Sterling Heights,Sterling Heights,Michigan,48312,4,7,2026-05-01,76,Unknown
Sterling Heights Urgent Care,Urgent Care,T3,Sean,Sterling Heights,Sterling Heights,Michigan,48312,4,12,2026-04-29,78,Unknown
Sterling Physicians,Primary Care,T3,Sean,Sterling Heights,Sterling Heights,Michigan,48310,4,8,2026-06-04,42,Unknown
Village Health Urgent and Family Care,Urgent Care,T3,Sean,Other/Metro,Washington,Michigan,48095,4,20,2026-05-27,50,Unknown
WARREN MEDICAL,Primary Care,T3,Sean,Livonia,DEARBORN,MI,48126,4,4,2026-06-29,17,Unknown
Warren Urgent Care,Urgent Care,T3,Sean,Sterling Heights,Warren,Michigan,48093,4,8,2026-04-16,91,Unknown
Wattles Internal Medicine- use,Primary Care,T3,Sean,Troy,Troy,Michigan,48085,4,14,2026-06-05,41,Unknown
1st Choice Urgent Care,Urgent Care,T3,Kristen,Southfield,Southfield,Michigan,48076,3,8,2026-06-01,45,Unknown
Aaron Clark MD PC,Primary Care,T3,Kristen,Port Huron,Port Huron,Michigan,48060,3,3,2026-06-25,21,Unknown
Accurate Care,Urgent Care,T3,Kristen,Sterling Heights,Warren,Michigan,48088,3,3,2026-07-15,1,Unknown
"ADULT MEDICAL CARE, PLLC",Primary Care,T3,Kristen,Livonia,WESTLAND,MI,48185,3,6,2026-06-05,41,Unknown
"AGHA INTERNAL MEDICINE AND ASSOCIATES, PC",Primary Care,T3,Kristen,Livonia,LIVONIA,MI,48154,3,6,2026-06-29,17,Unknown
"AMITY INTERNAL MEDICINE, PC - MDVIP",Primary Care,T3,Kristen,Other/Metro,BINGHAM FARMS,MI,48025,3,3,2026-07-08,8,Unknown
Apex medical Center Westland,Primary Care,T3,Kristen,Livonia,WESTLAND,MI,48186,3,3,2026-06-05,41,Unknown
ASCENSION MEDICAL GROUP PROVIDENCE FAMILY AND ATHLETIC MEDICINE,Primary Care,T3,Kristen,Livonia,NOVI,MI,48374,3,15,2026-06-01,45,Unknown
Associates in Internal Medicine - MHP,Primary Care,T3,Kristen,Other/Metro,West Bloomfield,MI,483222267,3,21,2026-05-07,70,Unknown
